slide_name,specimen_name,date_slide_prepped,preparator,slide_type,arthropod_cuticle.,branchiopod_cuticle.,clamShrimp_cuticle.,plant.algal_cuticle.,other.,Morpho1,Morpho2,Morpho3,Preservation,strat_height,Description.notes,no_specimens,Imaged,sample_name,Mass..g.,Mesh,HF_date,Water_.date,Collection_date,acid_time,rinse_time,Inspection.complete.,Notes_pre.maceration,Notes_duringmaceration,Notes_post.maceration,Notes_microscopeobservations,rock_name,base..from.lower.SS..cm.,top.from.lower.SS..cm.,date_collected,collector,field_notes,locality_name,microsite_name,lat,long,rock_unit,site_notes
CSD-26,CSD-26a,NA,NA,specimen,,,,,x,Or,Or,Or,NA,67,disc,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-26,CSD-26b,NA,NA,specimen,,,,,x,Or,OrF,OrF1,NA,67,weird disc and bullseye,1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-360,CSD-360a,9/11/23,Jamie Hernandez,specimen,,,,,x,Or,OrR,OrR1,1,67,orb; coll. Unknown,1,x,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-360,CSD-360b,9/11/23,Jamie Hernandez,specimen,x,x,,,x,Ap,ApB,ApB,1,67,serrated edge; coll. Unknown,1,x,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-360,CSD-360c,9/11/23,Jamie Hernandez,specimen,x,,,,x,Tr,Tr,Tr,1,67,square cuticle scrap; coll. Unknown,1,x,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-361,CSD-361,9/11/23,Jamie Hernandez,specimen,,,,,x,No,NoC,NoC4,3,67,algae with a circular node,1,x,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-362,CSD-362a,9/11/23,Jamie Hernandez,specimen,,,,,x,Or,OrF,OrF1,1,67,three incomplete frisbeekites,1,x,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-362,CSD-362b,9/11/23,Jamie Hernandez,specimen,,,,,x,Or,OrF,OrF1,2,67,three incomplete frisbeekites,1,x,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-362,CSD-362c,9/11/23,Jamie Hernandez,specimen,,,,,x,Or,OrF,OrF1,1,67,three incomplete frisbeekites,1,x,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-55,CSD-55,2/15/22,James Pinto,specimen,x,x,,,,Ap,ApT,ApT1,2,67,"maxillary paddle from anostracan, folded and broken, shows a socket?",1,x,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-56,CSD-56,2/15/22,James Pinto,specimen,,,,,x,Or,OrF,OrF1,1,67,partial disc,1,x,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-61,CSD-61,NA,James Pinto,specimen,x,,,,x,Tr,Tr?,Tr?,NA,67,"large piece of possible concho cuticle, with little clusters/depressions in it",1,x,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-62,CSD-62,NA,NA,specimen,,,,x,,No,NoH,NoH1,1,67,"hexagon algal node, pretty degraded",1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-63,CSD-63,NA,NA,specimen,,,,,x,Or,OrR,OrR3,NA,67,"tri-cluster, possible cuticle?",1,NA,CSD-21-C,3.4,150µm,8/17/21,8/20/21,8/26/21,3,6,x,69-65 cm; liverworts and ostracods on one side,0,"sample looks good, large flakes, fossils tend to clump, fair amount of sediment, not as many fossils as CSD21B","*stacked tergopleurae; discs*,  clusters; spied cuticle; liverwort herbvory*;",6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-57,CSD-57,2/15/22,James Pinto,specimen,,,,,x,Or,OrF,OrF1,3,67,"frisbeekite, spooled ""string"" broke off from disc",1,x,CSD-21-D,6.05,150µm,8/17/21,8/20/21,8/26/21,3,6,0,69-65 cm; lots of liverworts on both sides,0,0,0,6.28.2021-CSD-21,65,69,6/28/21,Tanner Frank,"loose l.w. layer, collected into ziploc",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-202,CSD-202,3/3/23,Tanner Frank,specimen,x,,,,,Ap,ApT,ApT13,2,77,eurypterid appendage tip collected 2/24/23 Guillermo,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-203,CSD-203,3/5/23,Liuliu Gould,specimen,x,,,,x,Or,OrR,OrR,NA,77,small cuticle scrap; collected 2/24/2023 by Guillermo,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-204,CSD-204,3/6/23,Liuliu Gould,specimen,x,x,x,,,Va,Va2,Va2,1,77,small clam shrimp scrap; collected 3/3/2023 by Guillermo,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-205,CSD-205,3/7/23,Liuliu Gould,specimen,x,x,,,,Ap,ApB,ApB,NA,77,pretty complete branchiopod lobe; collected 3/3/2023 by Guillermo,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-206,CSD-206,3/8/23,Liuliu Gould,specimen,x,,,,,Ap,Ap,Ap,NA,77,rectangular cuticle; collected 3/3/2023 by Guillermo,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-207,CSD-207,3/9/23,Liuliu Gould,specimen,x,,,,,Ap,ApW,ApW4,2,77,"segmented cuticle, broken in prep; collected 2/24/2023 by Guillermo",1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-209,CSD-209a,3/11/23,Liuliu Gould,specimen,x,,,,,Ap,ApW,ApW1,1,77,cuticle with macrosetae; collected 2/24/2023 by Guillermo,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-209,CSD-209b,3/11/23,Liuliu Gould,specimen,x,,,,,Ap,Ap,Ap,NA,77,cuticle with macrosetae?; collected 2/24/2023 by Guillermo,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-210,CSD-210,3/12/23,Liuliu Gould,specimen,x,x,x,,,Va,Va1,Va1,3,77,"mostly complete clam shrimp valve, squished in prep; collected 2/24/2023 by Guillermo",1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-211,CSD-211,3/13/23,Liuliu Gould,specimen,x,,,,,Ap,ApT,ApT1,1,77,base of appendage; collected 3/3/2023 by Guillermo,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-212,CSD-212,3/14/23,Liuliu Gould,specimen,,,,,x,Or,OrR,OrR3,NA,77,circular cuticle/thing; collected 2/24/2023 by Guillermo,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-213,CSD-213,3/15/23,Liuliu Gould,specimen,x,x,x,,,Va,Va1,Va1,NA,77, ,1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-214,CSD-214,3/28/23,Tanner Frank,specimen,x,x,,,,Ap,ApB,ApB6,2,77,"branchiopod appendage lobe, probably ApB1 but very long compared to others – maybe because it is particularly complete (collected by Jamie just before on 3/8/23)",1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-219,CSD-219,4/11/23,Liuliu Gould,specimen,,,,x,,Ph,PhL,PhL,NA,77,"liverwort scrap, with big cells?; collected Jamie 3/3/23",1,NA,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-220,CSD-220,4/12/23,Liuliu Gould,specimen,x,x,,,,Ap,ApB,ApB1,1,77,pretty complete lobe; collected Jamie 3/7/23,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-221,CSD-221a,4/13/23,Liuliu Gould,specimen,x,x,,,,Ap,ApB,ApB,1,77,serrated lobe with more cuticle--mandible?; collected Jamie 3/7/23,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-221,CSD-221b,4/13/23,Liuliu Gould,specimen,x,x,,,,Ap,ApT,ApT2,1,77,serrated lobe with more cuticle--mandible?; collected Jamie 3/7/23,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-222,CSD-222a,4/14/23,Liuliu Gould,specimen,x,x,x,,,Va,Va2,Va2,1,77,clam shrimp scraps with nice sculptering; collected Jamie 3/7/23,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-222,CSD-222b,4/14/23,Liuliu Gould,specimen,x,x,x,,,Va,Va2,Va2,1,77,clam shrimp scraps with nice sculptering; collected Jamie 3/7/23,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-232,CSD-232,5/5/23,Jamie Hernandez,specimen,x,x,,,,Ap,ApB,ApB2,1,77,serrated edge; collected by Jamie 2/24/23,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-235,CSD-235a,5/8/23,Jamie Hernandez,specimen,,,,,x,Or,OrR,OrR3,NA,77,cluster of 3; collected by Jamie 3/15/23,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-235,CSD-235b,5/8/23,Jamie Hernandez,specimen,x,x,x,,,Va,Va2,Va2,1,77,clam shrimp scrap; collected by Jamie 3/15/23,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-235,CSD-235c,5/8/23,Jamie Hernandez,specimen,,,,,,Tr,TrC,TrC1,1,77,spiked plantlike cuticle; collected by Jamie 3/15/23,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-235,CSD-235d,5/8/23,Jamie Hernandez,specimen,x,x,x,,,Va,Va2,Va2,1,77,clam shrimp scrap; collected by Jamie 3/15/23,1,x,CSD-21-E,5.43,105µm,11/5/21,11/10/21,11/17/21,5,7,0,"~76-78 cm, conchos, **light color and liverworts",a little clumpy,nice flakes,0,6.28.2021-CSD-17,76,78,6/28/21,Tanner Frank,small block of layers,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
