slide_name,specimen_name,date_slide_prepped,preparator,slide_type,arthropod_cuticle?,branchiopod_cuticle?,clamShrimp_cuticle?,plant-algal_cuticle?,other?,Morphotype,Preservation,Description/notes,no_specimens,Imaged,sample_name,Mass (g),Mesh,HF_date,Water_ date,Collection_date,acid_time,rinse_time,Inspection complete?,Notes_pre-maceration,Notes_duringmaceration,Notes_post-maceration,Notes_microscopeobservations,rock_name,base  from lower SS (cm),top from lower SS (cm),date_collected,collector,field_notes,locality_name,microsite_name,lat,long,rock_unit,site_notes
CSD-82,CSD-82e,9/19/22,Liuliu Gould,specimen,,,,,x,OrR6,NA,"charcoalified, looks like trilete spore shape but no trilete pattern",1,x,CSD-21-L,5.45,105µm,6/7/22,6/9/22,6/12/22,2,3,X,from concretion; somewhat greenish with larger orange rusty spots. Some shiny surface but look like planes of slippage more than plant fossils--no visible l.w.s; very crumbly,turned white uppon adding HF,"very little material, no clear l.w's, but a few large charcoalified fibrous plants***","charcoalified, mostly unidentifiable small plant fragments; interesting cuticle plate; 3d spores?, other interesting spores*",6.28.2021-CSD-9,96,96,6/28/21,Tanner Frank,0,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-29,CSD-29a,11/12/21,Tanner Frank,specimen,X,X,,,,ApT2,2,2 associated mandibles,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-31,CSD-31,11/12/21,Tanner Frank,specimen,x,x,,,,TrP1,2,many partial tergopleurae,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-33,CSD-33,11/12/21,Tanner Frank,specimen,x,x,x,,,Va2,1,clam shrimp fragment ,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-35,CSD-35a,11/12/21,Tanner Frank,specimen,,,,x,,BrF1,2,two sporangia and stem,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-35,CSD-35b,11/12/21,Tanner Frank,specimen,,,,x,,BrF1,1,stem w one branch,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-35,CSD-35c,11/12/21,Tanner Frank,specimen,,,,x,,BrF,2,multiple dichotomously branching sporangia,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-35,CSD-35d,11/12/21,Tanner Frank,specimen,,,,x,,BrF1,1,single sporangium,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-35,CSD-35e,11/12/21,Tanner Frank,specimen,,,,x,,BrF1,2,two sporangia and long stem,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-35,CSD-35f,11/12/21,Tanner Frank,specimen,,,,x,,BrF,2,no sporangia 3 branches,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-36,CSD-36,11/12/21,Tanner Frank,specimen,,,,x,,BrF1,3,complete dichotomously branching sporangia ,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-37,CSD-37,11/12/21,Tanner Frank,specimen,,,,x,,PhL_III,1,liverwort herbivory,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-38,CSD-38,11/12/21,Tanner Frank,specimen,,,,,x,OrF1,1,frisbeekite (partial),1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-39,CSD-39a,11/12/21,Tanner Frank,specimen,x,x,x,,,Va4,2,clam shrimp,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-50,CSD-50,2/18/22,Tanner Frank,specimen,,,,x,,BrF2,3,"rhizoid with branching terminal tips, collected by Susan",1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-52,CSD-52a,2/18/22,Tanner Frank,specimen,,,,x,,BrF,1,non metzgeriothallus sharonae plant w dark fibers,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-52,CSD-52b,2/18/22,Tanner Frank,specimen,,,,x,,Ph,1,non metzgeriothallus sharonae plant scrap ?,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-53,CSD-53,2/15/22,James Pinto,specimen,x,x,,,,ApT3,2,anostracan caudal furca,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-54,CSD-54a,2/15/22,James Pinto,specimen,x,x,x,,,Va2,1,conchostracan fragment,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-54,CSD-54b,2/15/22,James Pinto,specimen,x,x,x,,,Va2,1,conchostracan fragment,1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-59,CSD-59,2/18/22,Tanner Frank,specimen,,,,x,x,BrF2,2,"rhizoid, collected by Susan",1,x,CSD-21#A,NA,150µm (Muenster),September - October 2021,September - October 2021,September - October 2021,NA,NA,0,0,0,decent sized flakes,"***sporangia plants! Also concho's and arthropod bits including spiky cuticle edges* and maxillae shovels*, Susan's other interesting finds including ""exopod"" paddle* and rhizoids*; in MICRO: enditic setae, spiky cuticle, algal things",6.17.2021-CSD-4,big root horizon,NA,6/17/21,NA,surface shales w/ surface fossils from big root layer,Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-40,CSD-40,12/18/21,Tanner Frank,specimen,x,,,,,Ap,2,bent cylindrical appendage w sockets; looks like giant ApT1 but unsure,1,x,CSD-21#B,NA,"> 2mm, 125µ  + 10µm (Muenster)",12/7/21,12/8/21,12/10/21,1,2,0,0,0,nice flakes,"nice conchos*; limb thingy*, maxilla shovels*, liverwort herbivory*, clusters*",6.15.21-CSD-2 +  6.28.2021-CSD-18,75,,6/15/2021; 6/28/2021,Chuck Ver Straeten; Tanner Frank,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm; ""76-78 liverworts""",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-41,CSD-41,12/18/21,Tanner Frank,specimen,x,x,x,,,Va2,2,clam shrimp,1,x,CSD-21#B,NA,"> 2mm, 125µ  + 10µm (Muenster)",12/7/21,12/8/21,12/10/21,1,2,0,0,0,nice flakes,"nice conchos*; limb thingy*, maxilla shovels*, liverwort herbivory*, clusters*",6.15.21-CSD-2 +  6.28.2021-CSD-18,75,,6/15/2021; 6/28/2021,Chuck Ver Straeten; Tanner Frank,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm; ""76-78 liverworts""",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-42,CSD-42,12/18/21,Tanner Frank,specimen,x,x,,,,ApT1,3,paddle limb with serrations,1,x,CSD-21#B,NA,"> 2mm, 125µ  + 10µm (Muenster)",12/7/21,12/8/21,12/10/21,1,2,0,0,0,nice flakes,"nice conchos*; limb thingy*, maxilla shovels*, liverwort herbivory*, clusters*",6.15.21-CSD-2 +  6.28.2021-CSD-18,75,,6/15/2021; 6/28/2021,Chuck Ver Straeten; Tanner Frank,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm; ""76-78 liverworts""",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-44,CSD-44,12/18/21,Tanner Frank,specimen,x,x,x,,,Va2,1,clam shrimp,1,x,CSD-21#B,NA,"> 2mm, 125µ  + 10µm (Muenster)",12/7/21,12/8/21,12/10/21,1,2,0,0,0,nice flakes,"nice conchos*; limb thingy*, maxilla shovels*, liverwort herbivory*, clusters*",6.15.21-CSD-2 +  6.28.2021-CSD-18,75,,6/15/2021; 6/28/2021,Chuck Ver Straeten; Tanner Frank,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm; ""76-78 liverworts""",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
CSD-45,CSD-45,12/18/21,Tanner Frank,specimen,,,,,,TrC1,2,segment/annulus thing,1,x,CSD-21#B,NA,"> 2mm, 125µ  + 10µm (Muenster)",12/7/21,12/8/21,12/10/21,1,2,0,0,0,nice flakes,"nice conchos*; limb thingy*, maxilla shovels*, liverwort herbivory*, clusters*",6.15.21-CSD-2 +  6.28.2021-CSD-18,75,,6/15/2021; 6/28/2021,Chuck Ver Straeten; Tanner Frank,"""Kens -2, coll. Chuck just above sandstone base, liverworts; Chuck found loose flakes with l.w's, Susan packaged, ~1 cm; ""76-78 liverworts""",Cairo Quarry,CS_D,42.31961,-74.04759,Plattekill Fm.,"=Ms -2, calcareous layer here; detailed measurements and sampling of section 2021"
